,"region","sp","family","Kipps","guild","env","iso1","iso2","dist","Dgeo_m$dist","resist_dist$dist","saz_dist$dist","sta_dist$dist","re_sa_dist$dist","re_st_dist$dist","sa_st_dist$dist","sa_re_st_dist$dist","TDIV","resist_resi","saz_resi","sta_resi"
"632","SS","diadematus","thra",14.8,"Omnivorous","Canopy","S_PUC4061_S","S_LGEMA18524_S",0.155844155844173,465.86737958697,43.1968809620732,67.5750113685476,48.9038104115213,40.4063236497296,61.0973475978419,43.9218693091409,44.8903878214297,86117,-9.75877652114541,11.9638052222971,-6.23354147830416
"522","SS","diadematus","thra",14.8,"Omnivorous","Canopy","S_LGEMA18524_S","S_FURB13843_S",0.831168831168849,366.603651576044,49.7784636683043,59.6270650995892,44.6739061230375,42.3447828798131,55.7966249713868,48.7518667308791,48.4712624453545,86117,4.8433928582832,12.4517886255673,-2.92997509295523
"544","SS","diadematus","thra",14.8,"Omnivorous","Canopy","S_PUC4061_S","S_FURB13843_S",0.610389610389604,299.58903972452,47.3831687513598,57.4991342849947,40.3009708234122,37.9093740980625,68.2285618727246,39.6581850500234,40.7653817853956,86117,7.86293086668153,16.0190957787522,-2.21693766902767
"622","SS","diadematus","thra",14.8,"Omnivorous","Canopy","S_LGEMA2137_S","S_LGEMA18524_S",0.701298701298705,775.070067771891,77.4119111955672,99.8959769163615,68.0063924625319,84.9383499544889,102.083125549156,91.4403696181726,91.5843084069531,86117,-0.527564746493213,18.0071748721925,-10.5974303163876
"532","SS","diadematus","thra",14.8,"Omnivorous","Canopy","S_LGEMA2137_S","S_FURB13843_S",0.870129870129857,506.803784373491,79.503737808461,86.2022512407461,57.2469328159328,79.6793811601869,106.796162690077,84.7487033550561,84.9941328582972,86117,23.2403868781128,27.1120640131588,-0.997225670129465
"723","SS","diadematus","thra",14.8,"Omnivorous","Canopy","S_PUC4061_S","S_LGEMA2137_S",0.168831168831186,318.494696968666,57.4935423166858,73.5563522318934,45.4746054125402,63.0317285326412,53.2347116105567,64.1087533988707,64.9392266282718,86117,16.4457125756575,30.4696161119836,1.52188062544504
"217","NN","difficilis","tyra",14.11,"Insectivorous","bamboo","N_LGEMA18628_Nb","N_LGEMA18507_Nb",0.402671755725188,1.48719115753757,0.01,0.01,0.01,0.01,0.01,0.01,0.01,300702,-10.6897843813447,-16.1320373594697,-40.7309859575837
"382","NN","difficilis","tyra",14.11,"Insectivorous","bamboo","N_LGEMA19537_Nm","N_LGEMA18817_Nm",0.727099236641222,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,300702,-10.589204039459,-16.0373982783557,-40.5969681076699
"742","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18387_S","S_LGEMA18386_S",0.213740458015265,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,300702,-10.589204039459,-16.0373982783557,-40.5969681076699
"751","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18527_S","S_LGEMA18386_S",0.10114503816794,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,300702,-10.589204039459,-16.0373982783557,-40.5969681076699
"862","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18527_S","S_LGEMA18387_S",0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,300702,-10.589204039459,-16.0373982783557,-40.5969681076699
"1101","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","S_LGEMA18529_S",0.456106870229,501.219394438002,54.9643331604649,34.9905095748135,69.4353055049652,170.10182807612,66.4392483116789,79.2031821535486,75.9607971484209,300702,8.04072795051306,-15.2350240302854,-19.5752813226087
"771","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","S_LGEMA18386_S",0.482824427480915,501.219394438002,56.5566605155307,35.2976603190918,66.4390504072596,166.657975159499,59.4294516209771,72.384174199745,67.1075011126143,300702,9.63305530557886,-14.9278732860071,-22.5715364203143
"881","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","S_LGEMA18387_S",0.461832061068701,501.219394438002,56.5566605155307,35.2976603190918,66.4390504072596,166.657975159499,59.4294516209771,72.384174199745,67.1075011126143,300702,9.63305530557886,-14.9278732860071,-22.5715364203143
"991","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","S_LGEMA18527_S",0.406488549618316,501.219394438002,56.5566605155307,35.2976603190918,66.4390504072596,166.657975159499,59.4294516209771,72.384174199745,67.1075011126143,300702,9.63305530557886,-14.9278732860071,-22.5715364203143
"661","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","N_LGEMA19546_Nm",0.708015267175564,879.752018851019,62.9552278809531,66.8943898527194,104.038793230526,256.776798869648,94.3272904540398,122.963909878182,120.005936887891,300702,-11.4144438436797,-9.15597658195494,-21.5421885064865
"553","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","N_LGEMA19537_Nm",0.887404580152659,911.751720077585,67.306564415505,69.7803331536719,109.990115159405,267.247309347238,98.433546856666,130.181776792489,125.529986986393,300702,-9.38329286691469,-8.45316593978948,-18.6823879825438
"445","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","N_LGEMA18817_Nm",0.803435114503804,911.720610864841,67.306564415505,69.7803331536719,109.990115159405,267.247309347238,98.433546856666,130.181776792489,125.529986986393,300702,-9.38103724753838,-8.45104355940068,-18.6793824920735
"761","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18529_S","S_LGEMA18386_S",0.208015267175564,0.1,12.9345166749513,9.04102530563079,30.5507293271444,69.7044993030956,34.6519222928999,42.6394704695544,43.3671038813512,300702,2.34531263549227,-6.99637297272491,-10.0462387805255
"871","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18529_S","S_LGEMA18387_S",0.244274809160307,0.1,12.9345166749513,9.04102530563079,30.5507293271444,69.7044993030956,34.6519222928999,42.6394704695544,43.3671038813512,300702,2.34531263549227,-6.99637297272491,-10.0462387805255
"981","SS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18529_S","S_LGEMA18527_S",0.085877862595427,0.1,12.9345166749513,9.04102530563079,30.5507293271444,69.7044993030956,34.6519222928999,42.6394704695544,43.3671038813512,300702,2.34531263549227,-6.99637297272491,-10.0462387805255
"335","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","N_LGEMA18795_Nb",0.778625954198462,933.91225798047,69.0207403270768,75.0291504226686,114.922543747497,288.393663241646,99.5249816813842,136.222094149223,127.194799753347,300702,-9.27589945718627,-4.71621885012784,-15.8909099235397
"225","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","N_LGEMA18628_Nb",0.709923664122137,878.91407717433,71.509345166879,73.5956884190308,108.634172417462,274.479417126136,92.3775539965859,126.302237638952,116.013519890449,300702,-2.79957035997694,-2.39751067437412,-16.8658549815324
"113","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_PUC5452_S","N_LGEMA18507_Nb",0.736641221374035,878.339398725444,71.509345166879,73.5956884190308,108.634172417462,274.479417126136,92.3775539965859,126.302237638952,116.013519890449,300702,-2.75790245101629,-2.3583040805006,-16.8103347529806
"623","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18386_S","N_LGEMA19546_Nm",0.830152671755718,424.609557705884,40.702713456941,48.0670177865832,90.7903117358514,211.405570890225,88.7099434066744,119.890994772339,118.587551766952,300702,-0.666182491453599,3.06807787278353,9.18107370241548
"633","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18387_S","N_LGEMA19546_Nm",0.770992366412205,424.609557705884,40.702713456941,48.0670177865832,90.7903117358514,211.405570890225,88.7099434066744,119.890994772339,118.587551766952,300702,-0.666182491453599,3.06807787278353,9.18107370241548
"642","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18527_S","N_LGEMA19546_Nm",0.715648854961821,424.609557705884,40.702713456941,48.0670177865832,90.7903117358514,211.405570890225,88.7099434066744,119.890994772339,118.587551766952,300702,-0.666182491453599,3.06807787278353,9.18107370241548
"651","NS","difficilis","tyra",14.11,"Insectivorous","bamboo","S_LGEMA18529_S","N_LGEMA19546_Nm",0.807251908396949,424.609557705884,39.4087110680563,48.1614211994251,94.2749921844916,214.632505004054,96.2900930475925,127.205813418092,128.3472694823,300702,-1.9601848803383,3.16248128562543,12.6657541510557
"502","NN","difficilis","tyra",14.11,"Insectivorous","bamboo","N_LGEMA19546_Nm","N_LGEMA19537_Nm",0.650763358778624,40.1569817913738,6.93740414690207,22.0064834189135,56.0586324088303,128.714989381406,55.1919181832003,78.3413537672098,73.6115205427839,300702,-6.55619046742019,3.23625633875056,11.5917213992446
